6, INSAT-3DS-Imager-SRF-Ch6.txt  channel 6 SRF
      825.763800       0.869742
      826.104900       0.886765
      826.446300       0.903787
      826.787900       0.920810
      827.129900       0.937832
      827.472100       0.919209
      827.814600       0.900585
      828.157300       0.881961
      828.500400       0.863337
      828.843800       0.844713
      829.187400       0.826089
      829.531300       0.830011
      829.875500       0.833932
      830.220000       0.837854
      830.564800       0.841775
      830.909800       0.845697
      831.255200       0.849618
      831.600800       0.856367
      831.946800       0.863115
      832.293000       0.869863
      832.639500       0.876611
      832.986300       0.883359
      833.333300       0.890107
      833.680700       0.881901
      834.028400       0.873695
      834.376300       0.865489
      834.724500       0.857283
      835.073100       0.849077
      835.421900       0.840871
      835.771000       0.828447
      836.120400       0.816023
      836.470100       0.803599
      836.820100       0.791175
      837.170400       0.778751
      837.520900       0.766326
      837.871800       0.798923
      838.223000       0.831520
      838.574400       0.864116
      838.926200       0.896713
      839.278200       0.929310
      839.630600       0.961907
      839.983200       0.950218
      840.336100       0.938529
      840.689400       0.926840
      841.042900       0.915151
      841.396700       0.903462
      841.750800       0.891773
      842.105300       0.901398
      842.460000       0.911022
      842.815000       0.920647
      843.170300       0.930272
      843.525900       0.939897
      843.881900       0.949522
      844.238100       0.939330
      844.594600       0.929137
      844.951400       0.918945
      845.308500       0.908753
      845.666000       0.898561
      846.023700       0.888368
      846.381700       0.867725
      846.740100       0.847082
      847.098700       0.826439
      847.457600       0.805796
      847.816900       0.785153
      848.176400       0.764510
      848.536300       0.762523
      848.896400       0.760537
      849.256900       0.758551
      849.617700       0.756565
      849.978800       0.754579
      850.340100       0.752593
      850.701800       0.756877
      851.063800       0.761161
      851.426100       0.765445
      851.788800       0.769729
      852.151700       0.774013
      852.514900       0.778297
      852.878500       0.782059
      853.242300       0.785822
      853.606500       0.789584
      853.971000       0.793346
      854.335800       0.797109
      854.700900       0.800871
      855.066300       0.805081
      855.432000       0.809291
      855.798000       0.813501
      856.164400       0.817711
      856.531000       0.821921
      856.898000       0.826131
      857.265300       0.839728
      857.632900       0.853326
      858.000900       0.866924
      858.369100       0.880521
      858.737700       0.894119
      859.106500       0.907717
      859.475700       0.912122
      859.845200       0.916528
      860.215100       0.920933
      860.585200       0.925339
      860.955700       0.929745
      861.326400       0.934150
      861.697500       0.945125
      862.069000       0.956100
      862.440700       0.967075
      862.812800       0.978050
      863.185200       0.989025
      863.557900       1.000000
      863.930900       0.983604
      864.304200       0.967207
      864.677900       0.950811
      865.051900       0.934415
      865.426200       0.918018
      865.800900       0.901622
      866.175800       0.853725
      866.551100       0.805827
      866.926700       0.757930
      867.302700       0.710032
      867.679000       0.662135
      868.055600       0.614238
      868.432500       0.548720
      868.809700       0.483202
      869.187300       0.417684
      869.565200       0.352166
      869.943500       0.286648
      870.322000       0.221130
      870.700900       0.197079
      871.080100       0.173028
      871.459700       0.148977
      871.839600       0.124926
      872.219800       0.100875
      872.600300       0.076824
      872.981200       0.068209
      873.362400       0.059595
      873.744000       0.050981
      874.125900       0.042367
      874.508100       0.033753
      874.890600       0.025138
      875.273500       0.023138
      875.656700       0.021138
      876.040300       0.019137
      876.424200       0.017137
      876.808400       0.015136
      877.193000       0.013136
      877.577900       0.012390
      877.963100       0.011645
      878.348700       0.010899
      878.734600       0.010153
      879.120900       0.009408
      879.507500       0.008662
      879.894400       0.007664
      880.281700       0.006665
      880.669300       0.005666
      881.057300       0.004668
      881.445600       0.003669
      881.834200       0.000000
