1, GCOM-C SGLI  IR channel 1 from file JAXA_GCOMC_SGLI_TIR_RSR_V5.csv
Number of data points:
661
Wavenumber (cm-1)   Filter response
     1018.848700       0.000022
     1019.368000       0.000020
     1019.887800       0.000019
     1020.408200       0.000018
     1020.929000       0.000016
     1021.450500       0.000015
     1021.972400       0.000014
     1022.494900       0.000013
     1023.017900       0.000012
     1023.541500       0.000012
     1024.065500       0.000011
     1024.590200       0.000010
     1025.115300       0.000009
     1025.641000       0.000009
     1026.167300       0.000008
     1026.694000       0.000008
     1027.221400       0.000007
     1027.749200       0.000007
     1028.277600       0.000006
     1028.806600       0.000006
     1029.336100       0.000006
     1029.866100       0.000005
     1030.396700       0.000005
     1030.927800       0.000005
